x, y, etat final, etat initial
0.002000, 0.038000, 0.001044, 0.000000
0.002000, 0.040000, 0.001073, 0.000000
0.002000, 0.042000, 0.001101, 0.000000
0.002000, 0.044000, 0.001128, 0.000000
0.002000, 0.046000, 0.001153, 0.000000
0.002000, 0.048000, 0.001178, 0.000000
0.002000, 0.050000, 0.001201, 0.000000
0.002000, 0.052000, 0.001222, 0.000000
0.002000, 0.054000, 0.001243, 0.000000
0.002000, 0.056000, 0.001263, 0.000000
0.002000, 0.058000, 0.001282, 0.000000
0.002000, 0.060000, 0.001299, 0.000000
0.002000, 0.062000, 0.001316, 0.000000
0.002000, 0.064000, 0.001332, 0.000000
0.002000, 0.066000, 0.001346, 0.000000
0.002000, 0.068000, 0.001360, 0.000000
0.002000, 0.070000, 0.001373, 0.000000
0.002000, 0.072000, 0.001385, 0.000000
0.002000, 0.074000, 0.001396, 0.000000
0.002000, 0.076000, 0.001407, 0.000000
0.002000, 0.078000, 0.001416, 0.000000
0.002000, 0.080000, 0.001425, 0.000000
0.002000, 0.082000, 0.001432, 0.000000
0.002000, 0.084000, 0.001439, 0.000000
0.002000, 0.086000, 0.001445, 0.000000
0.002000, 0.088000, 0.001451, 0.000000
0.002000, 0.090000, 0.001455, 0.000000
0.002000, 0.092000, 0.001459, 0.000000
0.002000, 0.094000, 0.001461, 0.000000
0.002000, 0.096000, 0.001463, 0.000000
0.002000, 0.098000, 0.001465, 0.000000
0.002000, 0.100000, 0.001465, 0.000000
0.002000, 0.102000, 0.001465, 0.000000
0.002000, 0.104000, 0.001463, 0.000000
0.002000, 0.106000, 0.001461, 0.000000
0.002000, 0.108000, 0.001459, 0.000000
0.002000, 0.110000, 0.001455, 0.000000
0.002000, 0.112000, 0.001451, 0.000000
0.002000, 0.114000, 0.001445, 0.000000
0.002000, 0.116000, 0.001439, 0.000000
0.002000, 0.118000, 0.001432, 0.000000
0.002000, 0.120000, 0.001425, 0.000000
0.002000, 0.122000, 0.001416, 0.000000
0.002000, 0.124000, 0.001407, 0.000000
0.002000, 0.126000, 0.001396, 0.000000
0.002000, 0.128000, 0.001385, 0.000000
0.002000, 0.130000, 0.001373, 0.000000
0.002000, 0.132000, 0.001360, 0.000000
0.002000, 0.134000, 0.001346, 0.000000
0.002000, 0.136000, 0.001332, 0.000000
0.002000, 0.138000, 0.001316, 0.000000
0.002000, 0.140000, 0.001299, 0.000000
0.002000, 0.142000, 0.001282, 0.000000
0.002000, 0.144000, 0.001263, 0.000000
0.002000, 0.146000, 0.001243, 0.000000
0.002000, 0.148000, 0.001222, 0.000000
0.002000, 0.150000, 0.001201, 0.000000
0.002000, 0.152000, 0.001178, 0.000000
0.002000, 0.154000, 0.001153, 0.000000
0.002000, 0.156000, 0.001128, 0.000000
0.002000, 0.158000, 0.001101, 0.000000
0.002000, 0.160000, 0.001073, 0.000000
0.002000, 0.162000, 0.001044, 0.000000
0.002000, 0.164000, 0.001013, 0.000000
0.002000, 0.166000, 0.000981, 0.000000
0.002000, 0.168000, 0.000947, 0.000000
0.002000, 0.170000, 0.000912, 0.000000
0.002000, 0.172000, 0.000875, 0.000000
0.002000, 0.174000, 0.000836, 0.000000
0.002000, 0.176000, 0.000794, 0.000000
0.002000, 0.178000, 0.000751, 0.000000
0.002000, 0.180000, 0.000706, 0.000000
0.002000, 0.182000, 0.000657, 0.000000
0.002000, 0.184000, 0.000606, 0.000000
0.002000, 0.186000, 0.000552, 0.000000
0.002000, 0.188000, 0.000494, 0.000000
0.002000, 0.190000, 0.000432, 0.000000
0.002000, 0.192000, 0.000364, 0.000000
0.002000, 0.194000, 0.000291, 0.000000
0.002000, 0.196000, 0.000208, 0.000000
0.002000, 0.198000, 0.000114, 0.000000
0.002000, 0.200000, 0.000000, 0.000000

0.004000, 0.000000, 0.000000, 0.000000
0.004000, 0.002000, 0.000208, 0.000000
0.004000, 0.004000, 0.000389, 0.000000
0.004000, 0.006000, 0.000549, 0.000000
0.004000, 0.008000, 0.000695, 0.000000
0.004000, 0.010000, 0.000828, 0.000000
0.004000, 0.012000, 0.000952, 0.000000
0.004000, 0.014000, 0.001067, 0.000000
0.004000, 0.016000, 0.001176, 0.000000
0.004000, 0.018000, 0.001277, 0.000000
0.004000, 0.020000, 0.001374, 0.000000
0.004000, 0.022000, 0.001465, 0.000000
0.004000, 0.024000, 0.001551, 0.000000
0.004000, 0.026000, 0.001633, 0.000000
0.004000, 0.028000, 0.001711, 0.000000
0.004000, 0.030000, 0.001786, 0.000000
0.004000, 0.032000, 0.001856, 0.000000
0.004000, 0.034000, 0.001924, 0.000000
0.004000, 0.036000, 0.001988, 0.000000
0.004000, 0.038000, 0.002050, 0.000000
0.004000, 0.040000, 0.002108, 0.000000
0.004000, 0.042000, 0.002164, 0.000000
0.004000, 0.044000, 0.002217, 0.000000
0.004000, 0.046000, 0.002268, 0.000000
0.004000, 0.048000, 0.002316, 0.000000
0.004000, 0.050000, 0.002362, 0.000000
0.004000, 0.052000, 0.002406, 0.000000
0.004000, 0.054000, 0.002448, 0.000000
0.004000, 0.056000, 0.002487, 0.000000
0.004000, 0.058000, 0.002524, 0.000000
0.004000, 0.060000, 0.002560, 0.000000
0.004000, 0.062000, 0.002593, 0.000000
0.004000, 0.064000, 0.002624, 0.000000
0.004000, 0.066000, 0.002654, 0.000000
0.004000, 0.068000, 0.002682, 0.000000
0.004000, 0.070000, 0.002707, 0.000000
0.004000, 0.072000, 0.002731, 0.000000
0.004000, 0.074000, 0.002754, 0.000000
0.004000, 0.076000, 0.002774, 0.000000
0.004000, 0.078000, 0.002793, 0.000000
0.004000, 0.080000, 0.002810, 0.000000
0.004000, 0.082000, 0.002826, 0.000000
0.004000, 0.084000, 0.002839, 0.000000
0.004000, 0.086000, 0.002851, 0.000000
0.004000, 0.088000, 0.002862, 0.000000
0.004000, 0.090000, 0.002871, 0.000000
0.004000, 0.092000, 0.002878, 0.000000
0.004000, 0.094000, 0.002884, 0.000000
0.004000, 0.096000, 0.002888, 0.000000
0.004000, 0.098000, 0.002890, 0.000000
0.004000, 0.100000, 0.002891, 0.000000
0.004000, 0.102000, 0.002890, 0.000000
0.004000, 0.104000, 0.002888, 0.000000
0.004000, 0.106000, 0.002884, 0.000000
0.004000, 0.108000, 0.002878, 0.000000
0.004000, 0.110000, 0.002871, 0.000000
0.004000, 0.112000, 0.002862, 0.000000
0.004000, 0.114000, 0.002851, 0.000000
0.004000, 0.116000, 0.002839, 0.000000
0.004000, 0.118000, 0.002826, 0.000000
0.004000, 0.120000, 0.002810, 0.000000
0.004000, 0.122000, 0.002793, 0.000000
0.004000, 0.124000, 0.002774, 0.000000
0.004000, 0.126000, 0.002754, 0.000000
0.004000, 0.128000, 0.002731, 0.000000
0.004000, 0.130000, 0.002707, 0.000000
0.004000, 0.132000, 0.002682, 0.000000
0.004000, 0.134000, 0.002654, 0.000000
0.004000, 0.136000, 0.002624, 0.000000
0.004000, 0.138000, 0.002593, 0.000000
0.004000, 0.140000, 0.002560, 0.000000
0.004000, 0.142000, 0.002524, 0.000000
0.004000, 0.144000, 0.002487, 0.000000
0.004000, 0.146000, 0.002448, 0.000000
0.004000, 0.148000, 0.002406, 0.000000
0.004000, 0.150000, 0.002362, 0.000000
0.004000, 0.152000, 0.002316, 0.000000
0.004000, 0.154000, 0.002268, 0.000000
0.004000, 0.156000, 0.002217, 0.000000
0.004000, 0.158000, 0.002164, 0.000000
0.004000, 0.160000, 0.002108, 0.000000
0.004000, 0.162000, 0.002050, 0.000000
0.004000, 0.164000, 0.001988, 0.000000
0.004000, 0.166000, 0.001924, 0.000000
0.004000, 0.168000, 0.001856, 0.000000
0.004000, 0.170000, 0.001786, 0.000000
0.004000, 0.172000, 0.001711, 0.000000
0.004000, 0.174000, 0.001633, 0.000000
0.004000, 0.176000, 0.001551, 0.000000
0.004000, 0.178000, 0.001465, 0.000000
0.004000, 0.180000, 0.001374, 0.000000
0.004000, 0.182000, 0.001277, 0.000000
0.004000, 0.184000, 0.001176, 0.000000
0.004000, 0.186000, 0.001067, 0.000000
0.004000, 0.188000, 0.000952, 0.000000
0.004000, 0.190000, 0.000828, 0.000000
0.004000, 0.192000, 0.000695, 0.000000
0.004000, 0.194000, 0.000549, 0.000000
0.004000, 0.196000, 0.000389, 0.000000
0.004000, 0.198000, 0.000208, 0.000000
0.004000, 0.200000, 0.000000, 0.000000

0.006000, 0.000000, 0.000000, 0.000000
0.006000, 0.002000, 0.000291, 0.000000
0.006000, 0.004000, 0.000549, 0.000000
0.006000, 0.006000, 0.000783, 0.000000
0.006000, 0.008000, 0.000997, 0.000000
0.006000, 0.010000, 0.001195, 0.000000
0.006000, 0.012000, 0.001378, 0.000000
0.006000, 0.014000, 0.001550, 0.000000
0.006000, 0.016000, 0.001711, 0.000000
0.006000, 0.018000, 0.001863, 0.000000
0.006000, 0.020000, 0.002007, 0.000000
0.006000, 0.022000, 0.002143, 0.000000
0.006000, 0.024000, 0.002272, 0.000000
0.006000, 0.026000, 0.002395, 0.000000
0.006000, 0.028000, 0.002512, 0.000000
0.006000, 0.030000, 0.002623, 0.000000
0.006000, 0.032000, 0.002729, 0.000000
0.006000, 0.034000, 0.002830, 0.000000
0.006000, 0.036000, 0.002926, 0.000000
0.006000, 0.038000, 0.003018, 0.000000
0.006000, 0.040000, 0.003106, 0.000000
0.006000, 0.042000, 0.003189, 0.000000
0.006000, 0.044000, 0.003269, 0.000000
0.006000, 0.046000, 0.003345, 0.000000
0.006000, 0.048000, 0.003417, 0.000000
0.006000, 0.050000, 0.003486, 0.000000
0.006000, 0.052000, 0.003552, 0.000000
0.006000, 0.054000, 0.003614, 0.000000
0.006000, 0.056000, 0.003673, 0.000000
0.006000, 0.058000, 0.003729, 0.000000
0.006000, 0.060000, 0.003782, 0.000000
0.006000, 0.062000, 0.003832, 0.000000
0.006000, 0.064000, 0.003879, 0.000000
0.006000, 0.066000, 0.003923, 0.000000
0.006000, 0.068000, 0.003965, 0.000000
0.006000, 0.070000, 0.004003, 0.000000
0.006000, 0.072000, 0.004039, 0.000000
0.006000, 0.074000, 0.004073, 0.000000
0.006000, 0.076000, 0.004103, 0.000000
0.006000, 0.078000, 0.004132, 0.000000
0.006000, 0.080000, 0.004157, 0.000000
0.006000, 0.082000, 0.004180, 0.000000
0.006000, 0.084000, 0.004201, 0.000000
0.006000, 0.086000, 0.004219, 0.000000
0.006000, 0.088000, 0.004235, 0.000000
0.006000, 0.090000, 0.004248, 0.000000
0.006000, 0.092000, 0.004259, 0.000000
0.006000, 0.094000, 0.004267, 0.000000
0.006000, 0.096000, 0.004273, 0.000000
0.006000, 0.098000, 0.004277, 0.000000
0.006000, 0.100000, 0.004278, 0.000000
0.006000, 0.102000, 0.004277, 0.000000
0.006000, 0.104000, 0.004273, 0.000000
0.006000, 0.106000, 0.004267, 0.000000
0.006000, 0.108000, 0.004259, 0.000000
0.006000, 0.110000, 0.004248, 0.000000
0.006000, 0.112000, 0.004235, 0.000000
0.006000, 0.114000, 0.004219, 0.000000
0.006000, 0.116000, 0.004201, 0.000000
0.006000, 0.118000, 0.004180, 0.000000
0.006000, 0.120000, 0.004157, 0.000000
0.006000, 0.122000, 0.004132, 0.000000
0.006000, 0.124000, 0.004103, 0.000000
0.006000, 0.126000, 0.004073, 0.000000
0.006000, 0.128000, 0.004039, 0.000000
0.006000, 0.130000, 0.004003, 0.000000
0.006000, 0.132000, 0.003965, 0.000000
0.006000, 0.134000, 0.003923, 0.000000
0.006000, 0.136000, 0.003879, 0.000000
0.006000, 0.138000, 0.003832, 0.000000
0.006000, 0.140000, 0.003782, 0.000000
0.006000, 0.142000, 0.003729, 0.000000
0.006000, 0.144000, 0.003673, 0.000000
0.006000, 0.146000, 0.003614, 0.000000
0.006000, 0.148000, 0.003552, 0.000000
0.006000, 0.150000, 0.003486, 0.000000
0.006000, 0.152000, 0.003417, 0.000000
0.006000, 0.154000, 0.003345, 0.000000
0.006000, 0.156000, 0.003269, 0.000000
0.006000, 0.158000, 0.003189, 0.000000
0.006000, 0.160000, 0.003106, 0.000000
0.006000, 0.162000, 0.003018, 0.000000
0.006000, 0.164000, 0.002926, 0.000000
0.006000, 0.166000, 0.002830, 0.000000
0.006000, 0.168000, 0.002729, 0.000000
0.006000, 0.170000, 0.002623, 0.000000
0.006000, 0.172000, 0.002512, 0.000000
0.006000, 0.174000, 0.002395, 0.000000
0.006000, 0.176000, 0.002272, 0.000000
0.006000, 0.178000, 0.002143, 0.000000
0.006000, 0.180000, 0.002007, 0.000000
0.006000, 0.182000, 0.001863, 0.000000
0.006000, 0.184000, 0.001711, 0.000000
0.006000, 0.186000, 0.001550, 0.000000
0.006000, 0.188000, 0.001378, 0.000000
0.006000, 0.190000, 0.001195, 0.000000
0.006000, 0.192000, 0.000997, 0.000000
0.006000, 0.194000, 0.000783, 0.000000
0.006000, 0.196000, 0.000549, 0.000000
0.006000, 0.198000, 0.000291, 0.000000
0.006000, 0.200000, 0.000000, 0.000000

0.008000, 0.000000, 0.000000, 0.000000
0.008000, 0.002000, 0.000364, 0.000000
0.008000, 0.004000, 0.000695, 0.000000
0.008000, 0.006000, 0.000997, 0.000000
0.008000, 0.008000, 0.001276, 0.000000
0.008000, 0.010000, 0.001535, 0.000000
0.008000, 0.012000, 0.001777, 0.000000
0.008000, 0.014000, 0.002003, 0.000000
0.008000, 0.016000, 0.002216, 0.000000
0.008000, 0.018000, 0.002417, 0.000000
0.008000, 0.020000, 0.002608, 0.000000
0.008000, 0.022000, 0.002788, 0.000000
0.008000, 0.024000, 0.002959, 0.000000
0.008000, 0.026000, 0.003122, 0.000000
0.008000, 0.028000, 0.003277, 0.000000
0.008000, 0.030000, 0.003425, 0.000000
0.008000, 0.032000, 0.003566, 0.000000
0.008000, 0.034000, 0.003700, 0.000000
0.008000, 0.036000, 0.003828, 0.000000
0.008000, 0.038000, 0.003951, 0.000000
0.008000, 0.040000, 0.004067, 0.000000
0.008000, 0.042000, 0.004179, 0.000000
0.008000, 0.044000, 0.004285, 0.000000
0.008000, 0.046000, 0.004386, 0.000000
0.008000, 0.048000, 0.004482, 0.000000
0.008000, 0.050000, 0.004574, 0.000000
0.008000, 0.052000, 0.004661, 0.000000
0.008000, 0.054000, 0.004744, 0.000000
0.008000, 0.056000, 0.004822, 0.000000
0.008000, 0.058000, 0.004897, 0.000000
0.008000, 0.060000, 0.004967, 0.000000
0.008000, 0.062000, 0.005034, 0.000000
0.008000, 0.064000, 0.005096, 0.000000
0.008000, 0.066000, 0.005155, 0.000000
0.008000, 0.068000, 0.005210, 0.000000
0.008000, 0.070000, 0.005262, 0.000000
0.008000, 0.072000, 0.005310, 0.000000
0.008000, 0.074000, 0.005354, 0.000000
0.008000, 0.076000, 0.005395, 0.000000
0.008000, 0.078000, 0.005433, 0.000000
0.008000, 0.080000, 0.005467, 0.000000
0.008000, 0.082000, 0.005498, 0.000000
0.008000, 0.084000, 0.005525, 0.000000
0.008000, 0.086000, 0.005549, 0.000000
0.008000, 0.088000, 0.005570, 0.000000
0.008000, 0.090000, 0.005588, 0.000000
0.008000, 0.092000, 0.005602, 0.000000
0.008000, 0.094000, 0.005614, 0.000000
0.008000, 0.096000, 0.005622, 0.000000
0.008000, 0.098000, 0.005626, 0.000000
0.008000, 0.100000, 0.005628, 0.000000
0.008000, 0.102000, 0.005626, 0.000000
0.008000, 0.104000, 0.005622, 0.000000
0.008000, 0.106000, 0.005614, 0.000000
0.008000, 0.108000, 0.005602, 0.000000
0.008000, 0.110000, 0.005588, 0.000000
0.008000, 0.112000, 0.005570, 0.000000
0.008000, 0.114000, 0.005549, 0.000000
0.008000, 0.116000, 0.005525, 0.000000
0.008000, 0.118000, 0.005498, 0.000000
0.008000, 0.120000, 0.005467, 0.000000
0.008000, 0.122000, 0.005433, 0.000000
0.008000, 0.124000, 0.005395, 0.000000
0.008000, 0.126000, 0.005354, 0.000000
0.008000, 0.128000, 0.005310, 0.000000
0.008000, 0.130000, 0.005262, 0.000000
0.008000, 0.132000, 0.005210, 0.000000
0.008000, 0.134000, 0.005155, 0.000000
0.008000, 0.136000, 0.005096, 0.000000
0.008000, 0.138000, 0.005034, 0.000000
0.008000, 0.140000, 0.004967, 0.000000
0.008000, 0.142000, 0.004897, 0.000000
0.008000, 0.144000, 0.004822, 0.000000
0.008000, 0.146000, 0.004744, 0.000000
0.008000, 0.148000, 0.004661, 0.000000
0.008000, 0.150000, 0.004574, 0.000000
0.008000, 0.152000, 0.004482, 0.000000
0.008000, 0.154000, 0.004386, 0.000000
0.008000, 0.156000, 0.004285, 0.000000
0.008000, 0.158000, 0.004179, 0.000000
0.008000, 0.160000, 0.004067, 0.000000
0.008000, 0.162000, 0.003951, 0.000000
0.008000, 0.164000, 0.003828, 0.000000
0.008000, 0.166000, 0.003700, 0.000000
0.008000, 0.168000, 0.003566, 0.000000
0.008000, 0.170000, 0.003425, 0.000000
0.008000, 0.172000, 0.003277, 0.000000
0.008000, 0.174000, 0.003122, 0.000000
0.008000, 0.176000, 0.002959, 0.000000
0.008000, 0.178000, 0.002788, 0.000000
0.008000, 0.180000, 0.002608, 0.000000
0.008000, 0.182000, 0.002417, 0.000000
0.008000, 0.184000, 0.002216, 0.000000
0.008000, 0.186000, 0.002003, 0.000000
0.008000, 0.188000, 0.001777, 0.000000
0.008000, 0.190000, 0.001535, 0.000000
0.008000, 0.192000, 0.001276, 0.000000
0.008000, 0.194000, 0.000997, 0.000000
0.008000, 0.196000, 0.000695, 0.000000
0.008000, 0.198000, 0.000364, 0.000000
0.008000, 0.200000, 0.000000, 0.000000

0.010000, 0.000000, 0.000000, 0.000000
0.010000, 0.002000, 0.000432, 0.000000
0.010000, 0.004000, 0.000829, 0.000000
0.010000, 0.006000, 0.001195, 0.000000
0.010000, 0.008000, 0.001535, 0.000000
0.010000, 0.010000, 0.001853, 0.000000
0.010000, 0.012000, 0.002150, 0.000000
0.010000, 0.014000, 0.002430, 0.000000
0.010000, 0.016000, 0.002693, 0.000000
0.010000, 0.018000, 0.002942, 0.000000
0.010000, 0.020000, 0.003178, 0.000000
0.010000, 0.022000, 0.003402, 0.000000
0.010000, 0.024000, 0.003615, 0.000000
0.010000, 0.026000, 0.003818, 0.000000
0.010000, 0.028000, 0.004011, 0.000000
0.010000, 0.030000, 0.004194, 0.000000
0.010000, 0.032000, 0.004370, 0.000000
0.010000, 0.034000, 0.004537, 0.000000
0.010000, 0.036000, 0.004697, 0.000000
0.010000, 0.038000, 0.004849, 0.000000
0.010000, 0.040000, 0.004994, 0.000000
0.010000, 0.042000, 0.005133, 0.000000
0.010000, 0.044000, 0.005265, 0.000000
0.010000, 0.046000, 0.005391, 0.000000
0.010000, 0.048000, 0.005511, 0.000000
0.010000, 0.050000, 0.005626, 0.000000
0.010000, 0.052000, 0.005734, 0.000000
0.010000, 0.054000, 0.005838, 0.000000
0.010000, 0.056000, 0.005936, 0.000000
0.010000, 0.058000, 0.006029, 0.000000
0.010000, 0.060000, 0.006116, 0.000000
0.010000, 0.062000, 0.006199, 0.000000
0.010000, 0.064000, 0.006278, 0.000000
0.010000, 0.066000, 0.006351, 0.000000
0.010000, 0.068000, 0.006420, 0.000000
0.010000, 0.070000, 0.006484, 0.000000
0.010000, 0.072000, 0.006544, 0.000000
0.010000, 0.074000, 0.006599, 0.000000
0.010000, 0.076000, 0.006651, 0.000000
0.010000, 0.078000, 0.006697, 0.000000
0.010000, 0.080000, 0.006740, 0.000000
0.010000, 0.082000, 0.006778, 0.000000
0.010000, 0.084000, 0.006813, 0.000000
0.010000, 0.086000, 0.006843, 0.000000
0.010000, 0.088000, 0.006869, 0.000000
0.010000, 0.090000, 0.006891, 0.000000
0.010000, 0.092000, 0.006909, 0.000000
0.010000, 0.094000, 0.006923, 0.000000
0.010000, 0.096000, 0.006933, 0.000000
0.010000, 0.098000, 0.006939, 0.000000
0.010000, 0.100000, 0.006941, 0.000000
0.010000, 0.102000, 0.006939, 0.000000
0.010000, 0.104000, 0.006933, 0.000000
0.010000, 0.106000, 0.006923, 0.000000
0.010000, 0.108000, 0.006909, 0.000000
0.010000, 0.110000, 0.006891, 0.000000
0.010000, 0.112000, 0.006869, 0.000000
0.010000, 0.114000, 0.006843, 0.000000
0.010000, 0.116000, 0.006813, 0.000000
0.010000, 0.118000, 0.006778, 0.000000
0.010000, 0.120000, 0.006740, 0.000000
0.010000, 0.122000, 0.006697, 0.000000
0.010000, 0.124000, 0.006651, 0.000000
0.010000, 0.126000, 0.006599, 0.000000
0.010000, 0.128000, 0.006544, 0.000000
0.010000, 0.130000, 0.006484, 0.000000
0.010000, 0.132000, 0.006420, 0.000000
0.010000, 0.134000, 0.006351, 0.000000
0.010000, 0.136000, 0.006278, 0.000000
0.010000, 0.138000, 0.006199, 0.000000
0.010000, 0.140000, 0.006116, 0.000000
0.010000, 0.142000, 0.006029, 0.000000
0.010000, 0.144000, 0.005936, 0.000000
0.010000, 0.146000, 0.005838, 0.000000
0.010000, 0.148000, 0.005734, 0.000000
0.010000, 0.150000, 0.005626, 0.000000
0.010000, 0.152000, 0.005511, 0.000000
0.010000, 0.154000, 0.005391, 0.000000
0.010000, 0.156000, 0.005265, 0.000000
0.010000, 0.158000, 0.005133, 0.000000
0.010000, 0.160000, 0.004994, 0.000000
0.010000, 0.162000, 0.004849, 0.000000
0.010000, 0.164000, 0.004697, 0.000000
0.010000, 0.166000, 0.004537, 0.000000
0.010000, 0.168000, 0.004370, 0.000000
0.010000, 0.170000, 0.004194, 0.000000
0.010000, 0.172000, 0.004011, 0.000000
0.010000, 0.174000, 0.003818, 0.000000
0.010000, 0.176000, 0.003615, 0.000000
0.010000, 0.178000, 0.003402, 0.000000
0.010000, 0.180000, 0.003178, 0.000000
0.010000, 0.182000, 0.002942, 0.000000
0.010000, 0.184000, 0.002693, 0.000000
0.010000, 0.186000, 0.002430, 0.000000
0.010000, 0.188000, 0.002150, 0.000000
0.010000, 0.190000, 0.001853, 0.000000
0.010000, 0.192000, 0.001535, 0.000000
0.010000, 0.194000, 0.001195, 0.000000
0.010000, 0.196000, 0.000829, 0.000000
0.010000, 0.198000, 0.000432, 0.000000
0.010000, 0.200000, 0.000000, 0.000000

0.012000, 0.000000, 0.000000, 0.000000
